Id,Title,Body
http://k.img.com.ua/rss/ua/4098890,"В Англії співробітники спалили магазин, намагаючись кремувати мишу","Двоє співробітників британського магазину з продажу велосипедів виявили в приміщенні мертву мишу і вирішили кремувати останки прямо на робочому місці. Як повідомило 21 травня видання Dailystar, щось пішло не так. Виникла в результаті пожежа швидко розповсюдилася по всій будівлі і повністю знищила магазин, а потім перекинулася на сусідні паб і ресторан. Джерело: dailystar.co.uk    Збиток від пожежі склав більше двох мільйонів доларів. Палії ​​визнали в суді свою провину і розповіли, що 'хотіли розважитися в нудний день'. Суддя Девід П'ю, котрий розглядав їхню справу, назвав дії співробітників магазину дурістю. On scene at Angel Hill #BuryStEdmunds will remain closed after fire at Cycle King @SuffolkFire on scene pic.twitter.com/ghFa0uG60h — StEdmundsbury Police (@BuryStEdsPolice) 29 сентября 2017 г. Нагадаємо, 21 травня в Києві згоріли п'ять автомобілів. Трохи раніше в Одесі займання складів привело до масштабної пожежі. Новини від Корреспондент.net в Telegram. Підписуйтесь на наш канал https://t.me/korrespondentnet"
http://k.img.com.ua/rss/ua/4095803,Вбивство з арбалета в Німеччині: знайдені нові жертви,"Історія загадкового вбивства в Німеччині отримала розвиток - після того, як в готелі знайшли тіла трьох убитих з арбалета, вдома в однієї з жертв виявили ще два трупи, пише Deutsche Welle. Німецька поліція заявила 13 травня, що знайшла трупи двох жінок в квартирі однієї з трьох жертв, пронизаних арбалетними стрілами і знайденими 11 травня в південному місті Пассау. Представник прокуратури Пассау сказав, що двох мертвих жінок знайшли в місті Віттінген. За словами обвинувачів, одна з жертв у Пассау, 30-річна жінка, жила у Віттінгені. За словами поліції, особи жінок, знайдених в Віттінгені, і їх можливий зв'язок з подіями в Пассау ще потрібно встановити. Про загадкове вбивство стало відомо в суботу, 11 травня, коли співробітники невеликого готелю в Пассау знайшли тіла трьох гостей - 53-річного чоловіка і двох жінок - 33-річної і 30-річної. В їхніх тілах були арбалетні стріли. Тіло чоловіка було знайдено на ліжку, він тримав за руку одну з жінок. Тіло ще однієї жінки лежало на підлозі. Слідчі спочатку виявили два арбалети, а потім знайшли ще один у сумці. Попереднє розслідування не виявило ознак причетності інших людей до вбивства. Також залишається незрозумілим, чи знали один одного загиблі. Результати розтину повинні бути відомі 14 травня. Раніше в Торонто (Канада) чоловік з арбалета вбив трьох людей і ще двох поранив. Жертвами стрілка стали двоє чоловіків і жінка. На Луганщині прикордонники затримали чоловіка з арбалетом"
http://k.img.com.ua/rss/ua/4086150,"У США чоловік вистрибнув з літака, що приземлився","У США 25-річний чоловік вистрибнув з пасажирського літака авіакомпанії American Airlines, який приземлився в аеропорту Фінікса. Інцидент стався вранці 12 квітня, повідомляє Fox News з посиланням на представника авіакомпанії і місцеву поліцію. 'Після того, як літак під'їхав до гейту, пасажир відчинив двері і вистрибнув з лайнера', - уточнили в American Airlines. Чоловік отримав легкі травми і був затриманий. За інформацією видання, у процесі виконання рейсу порушник поводився неспокійно, зокрема, чіпав пасажирів за обличчя, обливав їх рідиною зі своєї пляшки і лаявся. Раніше повідомлялося, що житель Індії намагався відчинити двері літака, сплутавши її з входом у туалет. В Італії пасажир вистрибнув з літака прямо перед зльотом"
http://k.img.com.ua/rss/ua/4070601,У ФРН у боржників конфіскували пса і продали його в Інтернеті,"У Німеччині у літньої сім'ї в місті Ален конфіскували собаку породи мопс через неоплачені податки, а потім продали його в Інтернеті. Про це в четвер, 28 лютого, повідомляє ВВС. Зазначено, що чиновники спочатку хотіли вилучити інвалідну коляску, як найцінніший предмет у квартирі, але коляска виявилася власністю страхової компанії. Тоді чиновники зупинилися на мопсі на прізвисько Едда. Як наголошується, один з чиновників виставив собаку на продаж в Інтернеті, просячи за нього невелику суму - $855. Це була половина тієї суми, яку його новий власник очікував заплатити. Таким чином, новим власником Едди виявилася Мікаела Джордан, офіцер поліції, чиї підозри спочатку були викликані низькою ціною. Їй сказали, що мопс здоровий, але, як виявилося, у Едди були проблеми зі здоров'ям, про які продавці приховали. Після зміни власників їй треба було зробити чотири операції через проблеми з очима. Тепер Джордан вимагає компенсацію за витрати в розмірі $2000."
http://k.img.com.ua/rss/ua/4065398,В Австралії виростили гігантську капусту,"В Австралії подружжя в штаті Тасманія виростило гігантську капусту - розміром з людину. Про це в п'ятницю, 15 лютого, повідомляє CNN. 'Розмарі Норвуд і її чоловік Шон Кадман, котрі мешкають в тасманській долині, почали вирощувати гігантські овочі в квітні минулого року в їхньому пансіонаті для еко-туризму', - йдеться в повідомленні. Зазначено, що на вирощування цієї капусти у пари пішло дев'ять місяців. Вони захищали її від опосумів і валлабі, а також встановили сітку від слимаків і метеликів. Як розповіла пара, секрет вирощування капусти в хорошій вологій весні, частих дощах і спекотній погоді на початку літа. Раніше на фестивалі в США показали гарбуз вагою 984 кілограми. Також повідомлялося, що МЗС України похвалилося 119-кілограмовим кавуном, вирощеним в Херсонській області. Однак пізніше виявилося, що цей кавун був вирощений в США, а знімок зроблений в 2013 році. Новини від Корреспондент.net в Telegram. Підписуйтесь на наш канал https://t.me/korrespondentnet  "
http://k.img.com.ua/rss/ua/4057812,Кличко осоромився перед пресою в Давосі,"З міським головою Києва Віталієм Кличком стався словесний конфуз на економічному форумі в Давосі. Відповідне відео журналіст Олександр Дубінський опублікував у п'ятницю, 25 січня, у своєму Telegram-каналі. Зокрема, під час обговорення діджиталізації української столиці Кличку знадобилося декілька спроб, щоб зрештою вимовити англійською мовою слово digitalization. Раніше в ефірі однієї з українських радіостанцій київський міський голова Віталій Кличко не зміг вимовити слово тоталітаризм. Ведучий ефіру намагався підказати це слово столичному мерові, однак безуспішно. Також повідомлялося, що на одному із засідань Кличко заявив, що раніше 'кияни прокидалися без будь-яких дозволів'."
http://k.img.com.ua/rss/ua/4043041,DW: Як ЦК КПРС запросив у Москву берлінських гей-активістів,"Ця історія трапилась у 1978 році і видається неймовірною. КПРС запрошує у Москву гей-активістів із Західної Німеччини в той самий рік, коли в СРСР за кримінальною статтею 'мужолозтво' засудили понад 1300 осіб. Однак саме так все і було. Ми поговорили із культурологом і колишнім професором Вільного університету Берліна Ларисою Бельцер-Лісюткіною про одну із кафкіанських історій радянського часу. DW: Як вам випало стати супровідницею гей-групи, яка відвідувала СРСР? Лариса Бельцер-Лісюткіна: Після закінчення аспірантури МДУ я працювала в Інституті міжнародного робітничого руху. У цьому інституті було все, що завгодно, і навіть трохи робітничого руху. До нас зливали всіх дисидентів, які засвітилися збиранням підписів або протестами. Цей інститут очолював Тимур Тимофійович Тимофєєв, син генсека Компартії США Юджина Денніса. Час від часу ЦК КПРС доручав нам супроводжувати іноземних гостей, тому що співробітники інституту добре знали мови. Одного чудового дня мене викликали до куратора в ЦК. Він розповів, що приїжджає пара молодих комуністів з організації HAW. Вони дуже підтримують нашу країну і хочуть налагодити контакти із молоддю. Товариш Капітонов познайомився із цими комуністами під час відрядження до Західного Берліна та відразу запросив їх до Москви. - Товариш Капітонов? - Він був секретарем ЦК КПРС (Іван Капітонов, секретар ЦК КПРС з 1965 по 1986 роки. - Ред.), дуже висока посада. Мене тоді здивувало, що я не змогла знайти в жодному довіднику назву організації, яку представляли наші гості. І знайомі західні німці мені тоді пояснили, що HAW означає Homosexuelle Aktion Westberlin - 'Гомосексуальний рух Західного Берліна'. Однак мені вже видали 'книжку підтвердження' - зошит з купонами, якими я могла оплачувати рахунки на будь-яку суму в будь-якому ресторані, готелі або кіно. Я їду в аеропорт, стою з плакатами з їхніми прізвищами, зустрічаю. Бачу - йде дивна групка: двоє молодих людей, дуже струнких, дуже 'хіпових', як дві ялинки, а разом з ними жінка (британка, як пізніше з'ясувалося) і бульдог. Ми сіли у лімузин і поїхали в 'Метрополь'. - У лімузин? - Так, ми розраховували на чотирьох гостей, мене і водія. Це була дуже велика автівка. Хлопці відразу мене запитали: 'А де ж у вас молодіжні клуби?' Відповідаю: 'Молодіжні клуби у нас є в ЦК ВЛКСМ, у районних відділеннях комсомолу, в університеті'. 'Ні, - кажуть, - а такі клуби, де молодь збирається сама по собі, наприклад дискотеки?' 'Звичайно, - відповідаю, - в ЦК ВЛКСМ є і дискотеки'. Але найбільше мене тоді непокоїв бульдог, тому що я не знала жодного випадку, щоб у радянському готелі жив собака. Зрештою, бульдога заселили тільки після погрози звернутися до куратора з ЦК КПРС. - Тобто хлопці приїхали налагоджувати контакти із гей-спільнотою Москви? - Саме так. Вже наступного дня вони поставили питання руба: 'Де у вас тут гей-клуби?' Я кажу: 'Ви знаєте, у нас все поєднане, немає спеціальних гей-клубів, геї рівномірно розподілені серед молоді'. 'Ось бачиш, - каже один другому, - тут всі інтегровані'. Тоді вже я подумала про себе, що шила в мішку не сховаєш і доведеться розповісти про місця, де геї інтегровані і де їм доводиться проходити соціалізацію. Три дні я показувала їм Москву, оперу і ресторани, а на четвертий день, коли вони вже приставили мені ніж до горла, довелося запросити їх в тихе місце - кафе 'Шоколадниця' на Жовтневій. Ми сіли в куточку, і я їм все розповіла. 'Ніяких гей-клубів немає, людина не може публічно заявити, що вона належить до ЛГБТ-спільноти, бо тоді її судитимуть за кримінальною статтею. І я знаю людей, які сидять за цією статтею'. 'Тим більше, - кажуть вони, - тоді ми просто зобов'язані знайти людей з гей-спільноти і розібратися в тому, що відбувається'. - Чи були у вас знайомі геї? - Були, але ніхто з них не наважився б на це спілкування, це було дуже небезпечно. Я бачила тільки два варіанти - або безхатько, або дисидент, людина, яка не боїться наслідків. Я пояснила їм всю складність ситуації, але вони не зупинилися. 'Де ж знайомляться геї?' - 'Ви справді хочете це знати? - запитала я. - Добре. Вони знайомляться в громадських туалетах. Іноді там на стінах трапляються написи з телефонами, навіть в жіночих туалетах я бачила пропозиції одностатевих контактів'. - 'А де найближчий громадський туалет?' - запитали вони. У Москві були такі громадські вбиральні, в які було небезпечно заходити. Однак я згадала про одну - поруч із метро 'Лермонтовська' на Покровському бульварі, де було вряди-годи пристойно. Я пообіцяла їм, що ми підемо туди наступного дня. Їх супроводжуватиме чоловік, бо я не зможу зайти з ними у чоловічий туалет. - І ви попрямували в туалет? - Ну так. А що було робити? В одного з хлопців були дивовижні джинси - щільна біла тканина, на якій спіраллю зображені голови молодих людей з довгим волоссям і розкритими ротами, дизайнерський принт голів з кубинського революційного мітингу. Я детально описала їх чоловікові і він сказав: 'Хоч помри, але дістань мені ці джинси'. Наступного дня після вечері в кафе з моїми активістами я прийшла додому і сказала: 'Здається, у тебе самого є шанси'. І вже наступного дня ми всі вп'ятьох поперлися в цей громадський туалет. Британка з бульдогом залишилася на лавці, я її попередила: 'Не беріть туди собаку, ви його потім не відмиєте'. А я зайшла зі своїм блокнотиком в жіночий туалет - фотографувала там якісь еротичні графіті, переписувала написи. А із сусідньої кабінки в цей час лунали вибухи сміху. Я їх ледве витягнула із чоловічого туалету, як тут на вулиці з'явилась міліція. Насправді мої геї були просто чарівні - милі західні гуманісти. Звичайно, дурні, але ця дурість дуже ситуативна. Не можна бути розумним у пеклі, якщо ти тільки що приїхав до нього з раю. - А що ж куратор з ЦК КПРС? Його не збентежило, що ви возите геїв Москвою? - Коли я вперше йому пояснила, кого ми запросили, він схопився за голову. Я запитала: 'Може, треба поговорити з товаришем Капітоновим?' Куратор відразу перейшов на ти: 'Та ти що! Ти в своєму розумі? Триматимемося до кінця, посадимо в літак, помахаємо рукою, отримаємо премію. Я тобі сам премію випишу - ось цими руками!' І він також став з нами ходити на обід в 'Метрополь', підтримувати компанію. Я перекладала як автомат - про молодіжні організації та освоєння цілинних земель. Сяк-так ми протрималися. На прощання в 'Шереметьєво' обіймалися, цілувалися і плакали на плечах один в одного. Мені справді виписали премію. Мій чоловік хизувався цими штанами. Звичайно, хлопці їх йому подарували. Можливо, він і зараз їх одягає. Коли куратор з ЦК КПРС зустрічав мене де-небудь, то тихо питав: 'Ну, ти як, нічого, відійшла? Слухай, як же добре ми жили!' - Він же був кадебістом? - Найімовірніше. Але в кінці сімдесятих років все вже було корумповане, і КДБ так само. Його співробітників вже цікавили шмотки, валюта і все на світі. Однак німецькі геї щось відчули і не дуже йому довіряли. Вони мені говорили: 'А ти впевнена, що ця людина дійсно зі співчуттям ставиться до гей-руху?' Я відповідала: 'Якби він погано ставився, то він би всіх нас давно вже здав, а він цього не робить'. - Тобто керівництво нічого не знало? - Я не знаю, яку інформацію він передав товаришеві Капітонову. Однак зрозуміло, що не варто повідомляти секретарю ЦК КПРС, що він запросив геїв до Москви. Все було влаштоване у радянському стилі - затишно і спокійно. Радянське подвійне мислення було всюди - від і до, знизу і догори. Французький соціолог Алексіс де Токвіль колись сказав приблизно таке: 'Напередодні Великої французької революції від старого режиму відвернулися всі - від повій до принців за кров'ю'. Коли я спілкувалась із людьми з так званих 'інстанцій', я помічала, що, коли ці партійні чиновники хотіли покрасуватися перед молодими жінками, вони розповідали, що напередодні були з дисидентами: 'Я вчора зустрічався із Сахаровим' або 'Я був на підпільному джазі', тобто вони вже не робили ставку на той авторитет, який дає їм владу. Вони намагалися прилаштуватися до авторитету альтернативної культури, яка не мала влади, але була 'сексі'. Офіційна влада мала гроші і лімузини, але вони були, як би зараз сказали, 'ватники'. Ознака кризи влади - коли вона втрачає свій сексапіл, привабливість. Якщо поручик Оболенський перетворюється у 'ватника', то довго така влада не протримається. Джерело: Українська служба DW"
http://k.img.com.ua/rss/ua/4025710,У Бельгії грабіжники двічі переносили напад на магазин на прохання господаря,"У Бельгії на околиці міста Шарлеруа група злочинців двічі прислухалася до 'рекомендації' власника магазину пограбувати заклад пізніше і була затримана під час третьої спроби. Про це в середу, 24 жовтня, повідомив RTL France. Зазначено, що шість осіб намагалися пограбувати магазин електронних сигарет, але власник Дідьє попросив їх прийти в кінці дня, тому що тоді в касі буде більше грошей. За словами чоловіка, йому довелося переконувати зловмисників близько 14 хвилин, але вони, все ж, прислухалися до його аргументів. 'Після того, як злочинці пішли, господар магазину зателефонував в поліцію. Там йому не повірили, що грабіжники повернуться, і не стали приїжджати. Однак, за годину до закриття закладу група молодих людей з'явилася знову. Дідьє і цього разу попросив їх пограбувати магазин пізніше, вже після закриття. І вони знову поступилися. На третій раз зловмисників вже чекала поліція', - пише видання. Як повідомляється, в результаті п'ятьох осіб заарештували, одному вдалося втекти. Раніше повідомлялося, що у Філадельфії поліція розшукувала чоловіка, який пограбував продуктовий магазин за допомогою банана. У Сімферополі злодій втік з магазину з дванадцятої спроби Новини від Корреспондент.net в Telegram. Підписуйтесь на наш канал https://t.me/korrespondentnet  "
http://k.img.com.ua/rss/ua/4021366,"У Чехії знайшли ділянку, яка досі належить гестапо","На південному сході Чехії виявлено маленьку земельну ділянку, яка формально досі належить гестапо. Як повідомляє інформаційний портал iDnes.cz, ділянка площею 30 квадратних метрів в околицях містечка Годонін належала до Другої світової війни єврейській родині, яка загинула під час Голокосту. У 1943 році, під час нацистської окупації, вона була занесена до кадастрових списків, причому як власника було вказано місцеве управління гестапо. Після війни через низку бюрократичних помилок ділянка не потрапила до жодного з нових власників, а 1982 року під час чергового кадастрового перепису була знову записана як така, що належить 'управлінню державною таємницею поліції', хоча відомства з такою назвою в тодішній Чехословаччині не існувало. Помилку виявили лише зараз. Місцеве управління земельного фонду обіцяє швидко виправити її і приєднати ділянку до тих земельних угідь у цьому районі, які перебувають у віданні держави. Раніше повідомлялося, що підводний човен, на борту якого могло перебувати керівництво нацистів, зокрема і сам Адольф Гітлер, майже через 73 роки виявили на морському дні недалеко від узбережжя Данії. Гітлер і Ленін стали суперниками на виборах у Перу"
http://k.img.com.ua/rss/ua/4017495,"Казахська пенсіонерка показала бороду, яку не голила 35 років","Мешканка Казахстану Мухтабар Тораєва показала бороду, яку ростила 35 років і жодного разу не голила, пише Sputnik Казахстан. 70-річна жінка розповіла, що її борода почала рости в 34-35 років, а з часом з'явилися й вуса. Тораєва не дуже здивувалася: рослинність на обличчі була у її матері, бабусі по материнській лінії і рідної сестри. До моменту появи бороди жінка давно була одружена, народила сина й дочку. Тораєва не стала переживати через свою особливість, до того ж її підтримував чоловік. 'Чоловік пишався мною завжди. Говорив, що такої дружини немає ні в кого. Коли в мене з'явилася борода, він не став дивитися на це як на щось дивне. Навпаки, говорив, що потрібно доглядати, адже це дар Аллаха', - розповіла жінка. Старенька жодного разу не намагалася поголити бороду: якось на вечері під час мусульманського посту до неї підійшла жінка похилого віку і веліла їй ні за що не позбуватися рослинності на обличчі під загрозою хвороби. Зараз довжина бороди Тораєвої становить близько 16 сантиметрів. Її онуки і правнуки з задоволенням доглядають за рослинністю на обличчі жінки. Вона вже звикла до цікавих поглядів, сміється над запитаннями односельців про бороду та зізнається, що пишається нею. Раніше українським військовим дозволили мати вуса та бороди."
http://k.img.com.ua/rss/ua/4002358,Житель Вільнюса купив квартиру з трупом колишнього власника,"В одній з квартир Вільнюса після аварійного розкриття дверей було виявлено труп чоловіка. Тіло знайшов новий власник нерухомості, який купив квартиру на аукціоні. Про це повідомляє литовський портал Delfi. Торги відбулися 13 серпня, а 18 серпня новий господар вирішив оглянути придбану нерухомість. Прийшовши за адресою, чоловік виявив, що двері квартири замкнені зсередини. Після аварійного розкриття в одній з кімнат він побачив лежачий на ліжку труп чоловіка. За попередньою версією поліції Алітуського округу Вільнюса, останки належать колишньому власнику житла. Житлові аукціони проводяться в Литві регулярно, придбати нерухомість на таких торгах можна значно від дешевше ринкової вартості. При цьому повну вартість виграного об'єкта необхідно заплатити протягом місяця після аукціону. Раніше в квартирі Миколаєва знайшли мумію, яка пролежала 30 років. Також повідомлялося, що в Глевасі Київської області 35-річний чоловік задушив свою матір і прожив з її тілом майже тиждень. Миколаївець прожив чотири дні з трупом своєї матері - ЗМІ Новини від Корреспондент.net в Telegram. Підписуйтесь на наш канал https://t.me/korrespondentnet"
http://k.img.com.ua/rss/ua/3994697,Житель Бердянська засадив свій город кактусами,"Замість помідорів, огірків та інших смачних і корисних овочів та фруктів житель Бердянська (Запорізька область) на своєму подвір'ї висадив кактуси. Чоловік не тільки дбає про них, а й розмовляє з квітами щодня, повідомляє в п'ятницю, 27 липня, місцеве видання Бердянськ 24. Відзначено, що Віктор Паслін захоплюється кактусами майже 30 років. Все почалося з того, що його дочка принесла зі школи два маленьких відростки. Чоловік виділив для кактусів невелику ділянку у дворі. У холодну пору року квіти знаходяться в приміщенні - зимують, набираючись сил. А з весни і до середини жовтня на відкритому грунті цвітуть. Як повідомляється, в цьому році, 2 липня майже всі 198 кактусів зацвіли одночасно. Всього ж було 530 бутонів. Раніше повідомлялося, що в Ялті зіпсували 100-літні кактуси написами про Обаму."
http://k.img.com.ua/rss/ua/4176312,"На підготовку спортсменів до Олімпіади дали 1,4 мільярда","Для підготовки українських спортсменів до Олімпійських ігор виділено 1,4 мільярда гривень, повідомляє прес-служба Мінфіну в четвер, 26 грудня. Відзначається, що в 2020 році українські спортсмени візьмуть участь у зимових Юнацьких Олімпійських іграх у Швейцарії і в літніх Олімпійських та Паралімпійських іграх в Японії. У міністерстві відзначили, що витрати на розвиток вітчизняного спорту 2020 зростуть на 50% (1,8 млрд грн) і складуть 5,4 млрд грн. Раніше в Федерації легкої атлетики заявили, що легкоатлети не проведуть зборів перед Олімпіадою через відсутність фінансування.  "
http://k.img.com.ua/rss/ua/4174071,Виграй поїздку в Татри на двох від Parimatch,"Акція стартувала 9 грудня і триватиме до 29 грудня. Так що є ще маса часу, щоб виграти неймовірні призи від Parimatch. Серед подарунків багато цікавого, це бездепозитні бонуси, бонуси до депозиту, бонуси в казино, а також суперпризи. Кожен учасник може виграти подорож на двох у Татри, iPhone 11 Pro Max 256GB, Смартфон Samsung Galaxy Note 10 N970F Black, Телевізор Samsung 43 '4K Smart TV і багато іншого. Сума призового фонду – 600 тисяч доларів. Так що подарунків вистачить на всіх. Необхідно лише натиснути кнопку 'Брати участь' і почати набирати бали. Вони нараховуються за виграшні ставки на акційні види спорту, які будуть встановлюватися щотижня. Бали можна заробити за виграшні ординари з коефіцієнтом 1,5 і вище, а також за вдалі ставки на акційні експреси. За виграшний ординар зі ставкою від 1 долара нараховується - 10 балів. Ставка від 3 доларів принесе 40 балів, від 10 доларів - 150 балів і від 50 доларів - 850 балів. Експреси ж принесуть вдвічі більше балів. Самі ж призи розподіляються випадковим чином при прокручуванні спеціального спіна. Щоб прокрутити його один раз і виграти приз досить заробити всього 10 балів. Тобто, всі призи можна отримати, граючи саме на акційному балансі. Щотижня будуть визначатися три акційних види спорту, на які і потрібно буде робити ставки. Дати ігрових тижнів такі: 9-15 грудня, 16-22 грудня і 23-29 грудня."
http://k.img.com.ua/rss/ua/4173648,Матч Барселона-Реал закінчився заворушеннями і стріляниною,"У Барселоні перенесений матч Барселони і мадридського Реала закінчився масовими заворушеннями, повідомляє AS. Гра повинна була відбутися ще в жовтні, але була перенесена через протести в Каталонії. Команди зіграли внічию - 0:0. При цьому перенесення поєдинку не зуміло вирішити проблем з фанатами. Ще під час матчу біля стадіону почалися сутички - поліція не пропустила на арену прихильників незалежності Каталонії. Після поєдинку фанати почали палити сміттєві контейнери і влаштовувати пожежі, а деяким учасникам протесту навіть вдалося пробратися в поліцейський фургон і забрати спорядження. Поліцейські були змушені стріляти в людей гумовими кулями. У результаті легкі поранення отримали щонайменше 60 осіб. DIRECTO | Así está la situación después de que los manifestantes prendieran fuego a varios contenedores en los aledaños del Camp Nou durante el #Clásicohttps://t.co/fuhWIsaQDi pic.twitter.com/cW77OspbGV&mdash; EL PAÍS (@el_pais) 18 декабря 2019 г. Intensa humareda de unos contenedores ardiendo. Los @mossos disparan foam en los alrededores del Camp Nou https://t.co/JV2rEyxNIe pic.twitter.com/hg0OzSOl8Y&mdash; Rebeca Carranco (@RebecaCarranco) 18 декабря 2019 г. Раніше матч Барселона - Реал прокоментував тренер 'вершкових' Зінедін Зідан. Активісти влаштували біля Камп Ноу акцію за незалежність Каталонії Новини від Корреспондент.net в Telegram. Підписуйтесь на наш канал https://t.me/korrespondentnet"
http://k.img.com.ua/rss/ua/4172472,Скандал в Іспанії: Зеленський підтримав Зозулю,"Президент Володимир Зеленський підтримав українського футболіста Романа Зозулю, навколо якого вибухнув черговий скандал в Іспанії. Нагадаємо, під час гри Альбасете, за який виступає Зозуля, проти Райо Вальєкано, фанати суперника ображали його під час матчу, називаючи нацистом. Через цей інцидент команда Альбасете відмовилася виходити на другу половину гри, і поєдинок був припинений. 'Романе Зозуля, тебе підтримує не тільки твоя команда, тебе підтримує вся Україна! Ти не тільки класний футболіст, ти справжній патріот, який любить свою країну і допомагає нашим військовим', - написав президент у Facebook. 'Ми з тобою! Тисну руку!', - додав Зеленський. Пізніше керівництво іспанського футболу підтримало рішення арбітра перервати матч Райо Вальєкано - Альбасете. Також на інцидент відреагувало українське МЗС.  "
